raw_index,checklist_id,city,daypart,weather,canonical_filename,mapping_status,confidence,evidence,source_filename,source_part,sha256,repo_asset,source_archive_path
116,327,Paris,Day,Storm,327-paris-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-116__storm_over_the_city_s_rooftops.png,2,2b4d5106f9601d983d38c474515cd673fcfc202fef0a938ba28f0b90ed0f0496,assets/city-backgrounds/v1/cities/paris/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/327--paris--day-storm/PRIMARY__raw-116__raw-116__storm_over_the_city_s_rooftops.png
117,352,Istanbul,Day,Storm,352-istanbul-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-117__stormy_cityscape_with_historic_mosque.png,2,c7a1f0db705fab17e8d5f73c0ebeb928e06c3bf9384ae2db0fa0c69f67a4e6ee,assets/city-backgrounds/v1/cities/istanbul/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/352--istanbul--day-storm/PRIMARY__raw-117__raw-117__stormy_cityscape_with_historic_mosque.png
118,351,Prague,Day,Storm,351-prague-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-118__stormy_cityscape_over_the_river.png,2,235daa0b29c862175051f431ace5a2c792243a5fea4ad72bfa18a1c0a5f5b27c,assets/city-backgrounds/v1/cities/prague/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/351--prague--day-storm/PRIMARY__raw-118__raw-118__stormy_cityscape_over_the_river.png
119,359,Kuala Lumpur,Day,Storm,359-kuala-lumpur-day-storm.png,DUPLICATE_FOR_SLOT,HIGH,source filename explicitly names the city,raw-119__stormy_skyline_over_kuala_lumpur.png,2,4d95d76a1525a7c0afe314b336b6c5187a606da58284317321dd2640fd2acf5e,assets/city-backgrounds/v1/duplicates/359/raw-119--kuala-lumpur--day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/359--kuala-lumpur--day-storm/DUPLICATE-01__raw-119__raw-119__stormy_skyline_over_kuala_lumpur.png
120,353,Cairo,Day,Storm,353-cairo-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-120__storm_over_city_with_river_views.png,2,3da60c317655ee4217ad1feabe3130b2d5754e3650396c45e17ebd2caec5d434,assets/city-backgrounds/v1/cities/cairo/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/353--cairo--day-storm/PRIMARY__raw-120__raw-120__storm_over_city_with_river_views.png
121,355,Nairobi,Day,Storm,355-nairobi-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-121__stormy_skyline_over_green_city_park.png,2,b18191b05f418702b5e910a940c1ced3b5dfe855f8183fdd162e6453650a06ef,assets/city-backgrounds/v1/cities/nairobi/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/355--nairobi--day-storm/PRIMARY__raw-121__raw-121__stormy_skyline_over_green_city_park.png
122,356,Bangkok,Day,Storm,356-bangkok-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-122__stormy_city_river_with_temple_view.png,2,6ce1f50204a094560cd739e9c1a90c2fa696a8ebaea149e78d6392e95199c6c7,assets/city-backgrounds/v1/cities/bangkok/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/356--bangkok--day-storm/PRIMARY__raw-122__raw-122__stormy_city_river_with_temple_view.png
123,349,Amsterdam,Day,Storm,349-amsterdam-day-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-123__stormy_canal_cityscape_in_amsterdam_like_setting.png,2,dc58a931774d59de346d5cd00a5633b4272606464a7354cdf2f1933928cb4d51,assets/city-backgrounds/v1/cities/amsterdam/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/349--amsterdam--day-storm/PRIMARY__raw-123__raw-123__stormy_canal_cityscape_in_amsterdam_like_setting.png
124,344,Madrid,Day,Storm,344-madrid-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-124__stormy_cityscape_with_ornate_architecture.png,2,7bcf3ab02b6ec439466b7cdc22a9214dadc39096ae769103b62b4ab2e562a218,assets/city-backgrounds/v1/cities/madrid/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/344--madrid--day-storm/PRIMARY__raw-124__raw-124__stormy_cityscape_with_ornate_architecture.png
125,343,Buenos Aires,Day,Storm,343-buenos-aires-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-125__stormy_cityscape_over_urban_waterfront.png,2,714cb2a497a06c80281bafd8af432bbecb8d7b73ed019a135e50243155735696,assets/city-backgrounds/v1/cities/buenos-aires/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/343--buenos-aires--day-storm/PRIMARY__raw-125__raw-125__stormy_cityscape_over_urban_waterfront.png
126,354,Cape Town,Day,Storm,354-cape-town-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-126__stormy_skies_over_urban_bay_view.png,2,9ac71751aeeec7bec68eac9a567ec14cf01445b221cd150f5098d3c55a10fea2,assets/city-backgrounds/v1/cities/cape-town/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/354--cape-town--day-storm/PRIMARY__raw-126__raw-126__stormy_skies_over_urban_bay_view.png
127,346,Rome,Day,Storm,346-rome-day-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-127__stormy_skies_over_rome_s_rooftops.png,2,45cf5a9fae87854254b9e4f6f8388def64c8d7750e8ac6e821cd62fd18298a23,assets/city-backgrounds/v1/cities/rome/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/346--rome--day-storm/PRIMARY__raw-127__raw-127__stormy_skies_over_rome_s_rooftops.png
128,328,Hong Kong,Day,Storm,328-hong-kong-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-128__stormy_cityscape_with_rain_and_skyline.png,2,4a78f0fef9a7ae27dd3aab7735ad145cd8d7ec917b9e83e7074304458756b0a6,assets/city-backgrounds/v1/cities/hong-kong/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/328--hong-kong--day-storm/PRIMARY__raw-128__raw-128__stormy_cityscape_with_rain_and_skyline.png
129,345,Barcelona,Day,Storm,345-barcelona-day-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-129__barcelona_under_stormy_skies.png,2,28df51c3a1515d25b53e02f260780c9b3d855f8ca346c9a82ef2fe332b449c3d,assets/city-backgrounds/v1/cities/barcelona/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/345--barcelona--day-storm/PRIMARY__raw-129__raw-129__barcelona_under_stormy_skies.png
130,338,Toronto,Day,Storm,338-toronto-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-130__stormy_skyline_with_waterfront_reflections.png,2,659510d2b9468264e1a411262099c36182e483159ea3b02a496a63334eadda77,assets/city-backgrounds/v1/cities/toronto/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/338--toronto--day-storm/PRIMARY__raw-130__raw-130__stormy_skyline_with_waterfront_reflections.png
131,334,Seoul,Day,Storm,334-seoul-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-131__stormy_cityscape_with_reflective_roads.png,2,8fd344416fe60615badd7155af816a419cb9630b5cf540c24bf162026d6c5ee9,assets/city-backgrounds/v1/cities/seoul/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/334--seoul--day-storm/PRIMARY__raw-131__raw-131__stormy_cityscape_with_reflective_roads.png
132,337,Sydney,Day,Storm,337-sydney-day-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-132__sydney_harbour_storm_at_dusk.png,2,9c209d1a596a36cd1a76cf21cc68d470c045385e859093cd9e4d39f53e802c0b,assets/city-backgrounds/v1/cities/sydney/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/337--sydney--day-storm/PRIMARY__raw-132__raw-132__sydney_harbour_storm_at_dusk.png
133,342,Rio de Janeiro,Day,Storm,342-rio-de-janeiro-day-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-133__storm_over_rio_de_janeiro_skyline.png,2,ea96d5ee868a107fb494f4f107bbeaed6baa25ba3fe975929d33602ae065f76a,assets/city-backgrounds/v1/cities/rio-de-janeiro/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/342--rio-de-janeiro--day-storm/PRIMARY__raw-133__raw-133__storm_over_rio_de_janeiro_skyline.png
134,340,Mexico City,Day,Storm,340-mexico-city-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-134__stormy_cityscape_with_rainy_atmosphere.png,2,ffb176ffa53890c34d7c460a0b98abdae4d58a06f1231c4268ade535f045f3ce,assets/city-backgrounds/v1/cities/mexico-city/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/340--mexico-city--day-storm/PRIMARY__raw-134__raw-134__stormy_cityscape_with_rainy_atmosphere.png
135,331,London,Day,Storm,331-london-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-135__rainy_thames_promenade_at_dusk.png,2,4cb96864f938d85acd2759a31263164a0710fcf0ae646110b5b4030cf63972fc,assets/city-backgrounds/v1/cities/london/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/331--london--day-storm/PRIMARY__raw-135__raw-135__rainy_thames_promenade_at_dusk.png
136,335,Beijing,Day,Storm,335-beijing-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-136__stormy_cityscape_with_towering_skyscrapers.png,2,7e79c814359d165769648d061a2ce1d8ba484f1da13a588020cb6112116f9b90,assets/city-backgrounds/v1/cities/beijing/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/335--beijing--day-storm/PRIMARY__raw-136__raw-136__stormy_cityscape_with_towering_skyscrapers.png
137,333,San Francisco,Day,Storm,333-san-francisco-day-storm.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-137__rainy_san_francisco_street_view.png,2,aee9329cc94069c39b052fd3f18ce1f90bc2da4ac476e34789dfd57ad974e477,assets/city-backgrounds/v1/cities/san-francisco/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/333--san-francisco--day-storm/PRIMARY__raw-137__raw-137__rainy_san_francisco_street_view.png
138,330,Shanghai,Day,Storm,330-shanghai-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-138__rainy_waterfront_with_city_skyline.png,2,1ff281cf38c46b2aa4286925f888fb20d062d0d752ea4969becd6d94b4788426,assets/city-backgrounds/v1/cities/shanghai/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/330--shanghai--day-storm/PRIMARY__raw-138__raw-138__rainy_waterfront_with_city_skyline.png
139,327,Paris,Day,Storm,327-paris-day-storm.png,DUPLICATE_FOR_SLOT,HIGH,source filename explicitly names the city,raw-139__paris_under_a_stormy_sky.png,2,8bba1d5a2124a6e26249b4ce2898496b30533bd000bb49b0bd09aa0f99e50064,assets/city-backgrounds/v1/duplicates/327/raw-139--paris--day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/327--paris--day-storm/DUPLICATE-01__raw-139__raw-139__paris_under_a_stormy_sky.png
140,329,Kyoto,Day,Storm,329-kyoto-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-140__stormy_cityscape_with_pagoda_silhouette.png,2,d50ff31f2e98de65f0ab19ade208cc92c903cc488433a063f69eaa9344466d32,assets/city-backgrounds/v1/cities/kyoto/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/329--kyoto--day-storm/PRIMARY__raw-140__raw-140__stormy_cityscape_with_pagoda_silhouette.png
141,339,Vancouver,Day,Storm,339-vancouver-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-141__stormy_skyline_with_reflective_river.png,2,144ee3a8c6032f16e399dcb840d085c532c37fc1d862b71a7f852d15b7a40151,assets/city-backgrounds/v1/cities/vancouver/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/339--vancouver--day-storm/PRIMARY__raw-141__raw-141__stormy_skyline_with_reflective_river.png
142,318,Delhi,Night,Rain,318-delhi-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-142__rainy_cityscape_with_illuminated_reflections.png,2,9f584c0a629da74fdda591139a21e2980fbfa9c39a98e3463e47adfe8e83cbeb,assets/city-backgrounds/v1/cities/delhi/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/318--delhi--night-rain/PRIMARY__raw-142__raw-142__rainy_cityscape_with_illuminated_reflections.png
143,322,Los Angeles,Day,Storm,322-los-angeles-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-143__stormy_cityscape_with_palm_trees.png,2,daa3cb4316e887f2b0200709344276aa59ace7f038b8397e24885e68175c2ab9,assets/city-backgrounds/v1/cities/los-angeles/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/322--los-angeles--day-storm/PRIMARY__raw-143__raw-143__stormy_cityscape_with_palm_trees.png
144,325,Boston,Day,Storm,325-boston-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-144__stormy_harbor_cityscape_at_dusk.png,2,8c50db25821677c8a42f70ea2efc54ebf687fabddea506f6d1055e82f6434304,assets/city-backgrounds/v1/cities/boston/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/325--boston--day-storm/PRIMARY__raw-144__raw-144__stormy_harbor_cityscape_at_dusk.png
145,326,Tokyo,Day,Storm,326-tokyo-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-145__city_skyline_under_stormy_skies.png,2,b43c57cf16a43a89215fa67f27719ca636d7d809ecb95b1d8893d8d12cebd782,assets/city-backgrounds/v1/cities/tokyo/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/326--tokyo--day-storm/PRIMARY__raw-145__raw-145__city_skyline_under_stormy_skies.png
146,324,New York,Day,Storm,324-new-york-day-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-146__stormy_cityscape_with_brooklyn_bridge.png,2,253b647cc01083175db712b3c262e2c6e3aa821ba6be9c1687fa9e06fd59a039,assets/city-backgrounds/v1/cities/new-york/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/324--new-york--day-storm/PRIMARY__raw-146__raw-146__stormy_cityscape_with_brooklyn_bridge.png
147,323,Chicago,Day,Storm,323-chicago-day-storm.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-147__stormy_cityscape_by_the_shoreline.png,2,c5c509bbb27fffa7c403a99be1526c1b46d822098ba5db2afbd6f4f98e8c798f,assets/city-backgrounds/v1/cities/chicago/day-storm.webp,04-manually-mapped-candidates/by-checklist-slot/323--chicago--day-storm/PRIMARY__raw-147__raw-147__stormy_cityscape_by_the_shoreline.png
148,317,Mumbai,Night,Rain,317-mumbai-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-148__rainy_coastal_city_at_night.png,3,872597f39270bd9a76dbe6669f54dddfc27f5c4579ecc494851ba2178cd9235d,assets/city-backgrounds/v1/cities/mumbai/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/317--mumbai--night-rain/PRIMARY__raw-148__raw-148__rainy_coastal_city_at_night.png
149,320,Jakarta,Night,Rain,320-jakarta-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-149__stormy_city_night_with_rain_reflections.png,3,a38e469b769d207409b9f08a461e019cb1f8b4de3333a41262b254b926abdb07,assets/city-backgrounds/v1/cities/jakarta/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/320--jakarta--night-rain/PRIMARY__raw-149__raw-149__stormy_city_night_with_rain_reflections.png
150,319,Kuala Lumpur,Night,Rain,319-kuala-lumpur-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-150__rainy_city_skyline_at_night.png,3,5fd42911e85d6643fb7c7877f491804fab5b7437e57c20229358057b5398ee54,assets/city-backgrounds/v1/cities/kuala-lumpur/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/319--kuala-lumpur--night-rain/PRIMARY__raw-150__raw-150__rainy_city_skyline_at_night.png
151,314,Cape Town,Night,Rain,314-cape-town-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-151__stormy_harbor_at_night.png,3,8e2e472afca4b48da2426194040213c682d6f23bc0740e3266b00d197db7fe2e,assets/city-backgrounds/v1/cities/cape-town/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/314--cape-town--night-rain/PRIMARY__raw-151__raw-151__stormy_harbor_at_night.png
152,316,Bangkok,Night,Rain,316-bangkok-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-152__rainy_cityscape_by_the_river_at_night.png,3,5d39c2c933e27a016fe82ae3399637ee038221af1164bb38dfd600d0923c92e7,assets/city-backgrounds/v1/cities/bangkok/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/316--bangkok--night-rain/PRIMARY__raw-152__raw-152__rainy_cityscape_by_the_river_at_night.png
153,313,Cairo,Night,Rain,313-cairo-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-153__stormy_city_skyline_with_glowing_reflections.png,3,affddcce6e3d025052801d6d23853d332c8af20b4024d2a53443002d4c336107,assets/city-backgrounds/v1/cities/cairo/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/313--cairo--night-rain/PRIMARY__raw-153__raw-153__stormy_city_skyline_with_glowing_reflections.png
154,311,Prague,Night,Rain,311-prague-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-154__nighttime_bridge_with_glowing_city_lights.png,3,b2c03ead8b3fabe7e82ab3ff0e6b051159f712704f7f8d566eef367f796cf2bc,assets/city-backgrounds/v1/cities/prague/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/311--prague--night-rain/PRIMARY__raw-154__raw-154__nighttime_bridge_with_glowing_city_lights.png
155,310,Vienna,Night,Rain,310-vienna-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-155__stormy_cityscape_by_the_water.png,3,e4f3ccbe77e2c0a87b1c648753c0ec1733373c65fd8c9bdc74502937700c9fcf,assets/city-backgrounds/v1/cities/vienna/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/310--vienna--night-rain/PRIMARY__raw-155__raw-155__stormy_cityscape_by_the_water.png
156,312,Istanbul,Night,Rain,312-istanbul-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-156__nighttime_city_waterfront_reflections.png,3,9aaec00df5a1a9e924ae2abc0a5999bd9034d8d838305719f34b1f92b0b96197,assets/city-backgrounds/v1/cities/istanbul/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/312--istanbul--night-rain/PRIMARY__raw-156__raw-156__nighttime_city_waterfront_reflections.png
157,292,Singapore,Night,Rain,292-singapore-night-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,HIGH,distinctive landmark/skyline visual match,raw-157__rainy_city_skyline_with_reflections.png,3,887cc5b23b9b5576b7cfb81aca2a678be8c6b01020d2bcd6d2e17f21676e842a,assets/city-backgrounds/v1/duplicates/292/raw-157--singapore--night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/292--singapore--night-rain/DUPLICATE-CANONICAL-01__raw-157__raw-157__rainy_city_skyline_with_reflections.png
158,307,Milan,Night,Rain,307-milan-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-158__gothic_cathedral_under_stormy_city_sky.png,3,7029414dc2aa74b5dab10d827ddffe9f7917c75cd1b1ef3640887bb17e8b57b3,assets/city-backgrounds/v1/cities/milan/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/307--milan--night-rain/PRIMARY__raw-158__raw-158__gothic_cathedral_under_stormy_city_sky.png
159,309,Amsterdam,Night,Rain,309-amsterdam-night-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,HIGH,source filename explicitly names the city,raw-159__rainy_night_on_amsterdam_s_canals.png,3,526d0bb616c131a370d92be90fcea0309e8da3f3069a1448f2ab238869067e58,assets/city-backgrounds/v1/duplicates/309/raw-159--amsterdam--night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/309--amsterdam--night-rain/DUPLICATE-CANONICAL-01__raw-159__raw-159__rainy_night_on_amsterdam_s_canals.png
160,308,Berlin,Night,Rain,308-berlin-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-160__stormy_city_skyline_with_glowing_architecture.png,3,d8dc296199f957dc66d61de5b3fad369b3e0e66f01cc16e17303cc9a08147b7e,assets/city-backgrounds/v1/cities/berlin/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/308--berlin--night-rain/PRIMARY__raw-160__raw-160__stormy_city_skyline_with_glowing_architecture.png
161,300,Mexico City,Night,Rain,300-mexico-city-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-161__nighttime_cityscape_with_rain_reflections.png,3,98ec9694b463a604eb2759a653bc03f8840ee8200859599738957bc15e42f9c9,assets/city-backgrounds/v1/cities/mexico-city/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/300--mexico-city--night-rain/PRIMARY__raw-161__raw-161__nighttime_cityscape_with_rain_reflections.png
162,287,Paris,Night,Rain,287-paris-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-162__stormy_cityscape_with_glowing_reflections.png,3,10f52a78fecf05ccd1046589f1bd8b3fe1cb10a561d10f9baebe0183e5b2bc06,assets/city-backgrounds/v1/cities/paris/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/287--paris--night-rain/PRIMARY__raw-162__raw-162__stormy_cityscape_with_glowing_reflections.png
163,305,Barcelona,Night,Rain,305-barcelona-night-rain.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-163__barcelona_skyline_under_rainy_skies.png,3,5ea9b1637a646587aa808e646f15c5cdc85fe25904738cad2d548ac1876291b2,assets/city-backgrounds/v1/cities/barcelona/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/305--barcelona--night-rain/PRIMARY__raw-163__raw-163__barcelona_skyline_under_rainy_skies.png
164,297,Sydney,Night,Rain,297-sydney-night-rain.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-164__rainy_night_at_sydney_s_waterfront.png,3,ae202b5ce85456d08a79906edcf2dcd7aa5a1a9bab2fa62177824460a6d8a586,assets/city-backgrounds/v1/cities/sydney/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/297--sydney--night-rain/PRIMARY__raw-164__raw-164__rainy_night_at_sydney_s_waterfront.png
165,288,Hong Kong,Night,Rain,288-hong-kong-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-165__rainy_cityscape_with_glowing_roads_and_lights.png,3,1c9cd01830f8170926679d996e9f2bc3ff01bada214f9b50aac2a6f858d29b3e,assets/city-backgrounds/v1/cities/hong-kong/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/288--hong-kong--night-rain/PRIMARY__raw-165__raw-165__rainy_cityscape_with_glowing_roads_and_lights.png
166,304,Madrid,Night,Rain,304-madrid-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-166__rainy_night_on_a_reflective_city_street.png,3,d083e3e71d8d3b144919e2a8f6ba025729799188f6fb6d7949dd7864d2e2f46b,assets/city-backgrounds/v1/cities/madrid/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/304--madrid--night-rain/PRIMARY__raw-166__raw-166__rainy_night_on_a_reflective_city_street.png
167,306,Rome,Night,Rain,306-rome-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-167__moonlit_river_and_stone_bridge.png,3,a352563794bf74a8ed1bccb9da975fc31b51ee54adbec7592fa84a31cc1b14fc,assets/city-backgrounds/v1/cities/rome/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/306--rome--night-rain/PRIMARY__raw-167__raw-167__moonlit_river_and_stone_bridge.png
168,298,Toronto,Night,Rain,298-toronto-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-168__stormy_city_skyline_with_glowing_tower.png,3,b2935e17c3e1cb2f5cc015b2fa470c8c6b56ef375a3e0ce010d2ab352d90afa0,assets/city-backgrounds/v1/cities/toronto/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/298--toronto--night-rain/PRIMARY__raw-168__raw-168__stormy_city_skyline_with_glowing_tower.png
169,288,Hong Kong,Night,Rain,288-hong-kong-night-rain.png,DUPLICATE_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-169__rainy_night_at_the_waterfront.png,3,c1757b95fe87ed493595725df7f6fbaa112601f4f7b45637c3c8b3f8090e806f,assets/city-backgrounds/v1/duplicates/288/raw-169--hong-kong--night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/288--hong-kong--night-rain/DUPLICATE-01__raw-169__raw-169__rainy_night_at_the_waterfront.png
170,302,Rio de Janeiro,Night,Rain,302-rio-de-janeiro-night-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,HIGH,distinctive landmark/skyline visual match,raw-170__rainy_city_bay_under_stormy_skies.png,3,e106af3bd35a1703f4db2d69e0d51c247db42e40e0d17b299d86f98588876eba,assets/city-backgrounds/v1/duplicates/302/raw-170--rio-de-janeiro--night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/302--rio-de-janeiro--night-rain/DUPLICATE-CANONICAL-01__raw-170__raw-170__rainy_city_bay_under_stormy_skies.png
171,294,Seoul,Night,Rain,294-seoul-night-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,LOW,best-fit visual match; generic or ambiguous skyline,raw-171__rainy_city_lights_at_night.png,3,feba9e38df071c7e103ddafd0f0c63e373fa75cfa8fc170ccfebe508faf0a8f2,assets/city-backgrounds/v1/duplicates/294/raw-171--seoul--night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/294--seoul--night-rain/DUPLICATE-CANONICAL-01__raw-171__raw-171__rainy_city_lights_at_night.png
172,293,San Francisco,Night,Rain,293-san-francisco-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-172__rainy_night_cityscape_with_wet_streets.png,3,8865021fb23ba4e6ab8e35f0a39172658febc9d7944c1857de40681d8faeb239,assets/city-backgrounds/v1/cities/san-francisco/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/293--san-francisco--night-rain/PRIMARY__raw-172__raw-172__rainy_night_cityscape_with_wet_streets.png
